Returned,Order ID,Region,Ship Date,Order Date,_parsed_return,inferred_return_date,return_date_source
Yes,IN-2012-AM10705130-41151,Southeastern Asia,2012-09-02,8/30/2012,,2012-09-09,inferred_from_ship
Yes,IN-2012-AM10705130-41151,Southeastern Asia,2012-09-02,8/30/2012,,2012-09-09,inferred_from_ship
Yes,IN-2012-AM10705130-41151,Southeastern Asia,2012-09-02,8/30/2012,,2012-09-09,inferred_from_ship
Yes,IN-2012-AM10705130-41151,Southeastern Asia,2012-09-02,8/30/2012,,2012-09-09,inferred_from_ship
Yes,MX-2015-SC2038093-42151,Central America,2015-05-31,5/27/2015,,2015-06-07,inferred_from_ship
Yes,MX-2015-SC2038093-42151,Central America,2015-05-31,5/27/2015,,2015-06-07,inferred_from_ship
Yes,MX-2015-SC2038093-42151,Central America,2015-05-31,5/27/2015,,2015-06-07,inferred_from_ship
Yes,MX-2015-SC2038093-42151,Central America,2015-05-31,5/27/2015,,2015-06-07,inferred_from_ship
Yes,GH-2013-MH729049-41615,Western Africa,2013-12-14,12/7/2013,,2013-12-21,inferred_from_ship
Yes,GH-2013-MH729049-41615,Western Africa,2013-12-14,12/7/2013,,2013-12-21,inferred_from_ship
Yes,GH-2013-MH729049-41615,Western Africa,2013-12-14,12/7/2013,,2013-12-21,inferred_from_ship
Yes,IN-2013-NC1834058-41385,Southern Asia,2013-04-24,4/21/2013,,2013-05-01,inferred_from_ship
Yes,IN-2013-NC1834058-41385,Southern Asia,2013-04-24,4/21/2013,,2013-05-01,inferred_from_ship
Yes,CA-2013-EB14110140-41377,Western US,2013-04-17,4/13/2013,,2013-04-24,inferred_from_ship
Yes,CA-2013-EB14110140-41377,Western US,2013-04-17,4/13/2013,,2013-04-24,inferred_from_ship
Yes,IN-2015-JF1549078-42334,Southeastern Asia,2015-11-30,11/26/2015,,2015-12-07,inferred_from_ship
Yes,ID-2015-HM148607-42243,Oceania,2015-09-01,8/27/2015,,2015-09-08,inferred_from_ship
Yes,ID-2015-HM148607-42243,Oceania,2015-09-01,8/27/2015,,2015-09-08,inferred_from_ship
Yes,CA-2014-NS18505140-41968,Central US,2014-11-27,11/25/2014,,2014-12-04,inferred_from_ship
Yes,CA-2014-NS18505140-41968,Central US,2014-11-27,11/25/2014,,2014-12-04,inferred_from_ship
Yes,CA-2014-NS18505140-41968,Central US,2014-11-27,11/25/2014,,2014-12-04,inferred_from_ship
Yes,CA-2014-NS18505140-41968,Central US,2014-11-27,11/25/2014,,2014-12-04,inferred_from_ship
Yes,CA-2014-NS18505140-41968,Central US,2014-11-27,11/25/2014,,2014-12-04,inferred_from_ship
Yes,CA-2014-NS18505140-41968,Central US,2014-11-27,11/25/2014,,2014-12-04,inferred_from_ship
Yes,ID-2013-AO1081059-41556,Southeastern Asia,2013-10-13,10/9/2013,,2013-10-20,inferred_from_ship
Yes,ID-2013-AO1081059-41556,Southeastern Asia,2013-10-13,10/9/2013,,2013-10-20,inferred_from_ship
Yes,CA-2015-VW21775140-42326,Eastern US,2015-11-23,11/18/2015,,2015-11-30,inferred_from_ship
Yes,MO-2013-NK849086-41366,North Africa,2013-04-06,4/2/2013,,2013-04-13,inferred_from_ship
Yes,MO-2013-NK849086-41366,North Africa,2013-04-06,4/2/2013,,2013-04-13,inferred_from_ship
Yes,MO-2013-NK849086-41366,North Africa,2013-04-06,4/2/2013,,2013-04-13,inferred_from_ship
Yes,MO-2013-NK849086-41366,North Africa,2013-04-06,4/2/2013,,2013-04-13,inferred_from_ship
Yes,IN-2014-KL1655592-41857,Oceania,2014-08-12,8/6/2014,,2014-08-19,inferred_from_ship
Yes,CA-2014-SN20560140-41817,Central US,2014-06-27,6/27/2014,,2014-07-04,inferred_from_ship
Yes,CA-2014-SN20560140-41817,Central US,2014-06-27,6/27/2014,,2014-07-04,inferred_from_ship
Yes,CA-2014-SN20560140-41817,Central US,2014-06-27,6/27/2014,,2014-07-04,inferred_from_ship
Yes,MX-2014-SJ2012539-41908,Central America,2014-09-30,9/26/2014,,2014-10-07,inferred_from_ship
Yes,MX-2014-SJ2012539-41908,Central America,2014-09-30,9/26/2014,,2014-10-07,inferred_from_ship
Yes,MX-2014-SJ2012539-41908,Central America,2014-09-30,9/26/2014,,2014-10-07,inferred_from_ship
Yes,MX-2015-DP1316593-42293,Central America,2015-10-19,10/16/2015,,2015-10-26,inferred_from_ship
Yes,ES-2013-MN1793548-41466,Western Europe,2013-07-17,7/11/2013,,2013-07-24,inferred_from_ship
Yes,ES-2013-MN1793548-41466,Western Europe,2013-07-17,7/11/2013,,2013-07-24,inferred_from_ship
Yes,ES-2013-MN1793548-41466,Western Europe,2013-07-17,7/11/2013,,2013-07-24,inferred_from_ship
Yes,SA-2014-SJ10125110-41944,Western Asia,2014-11-07,11/1/2014,,2014-11-14,inferred_from_ship
Yes,SA-2014-SJ10125110-41944,Western Asia,2014-11-07,11/1/2014,,2014-11-14,inferred_from_ship
Yes,SA-2014-SJ10125110-41944,Western Asia,2014-11-07,11/1/2014,,2014-11-14,inferred_from_ship
Yes,IT-2015-ME18010124-42235,Northern Europe,2015-08-22,8/19/2015,,2015-08-29,inferred_from_ship
Yes,CA-2015-AD10180140-42340,Eastern US,2015-12-07,12/2/2015,,2015-12-14,inferred_from_ship
Yes,CA-2015-AD10180140-42340,Eastern US,2015-12-07,12/2/2015,,2015-12-14,inferred_from_ship
Yes,ID-2014-TB2125059-41973,Southeastern Asia,2014-12-02,11/30/2014,,2014-12-09,inferred_from_ship
Yes,ID-2014-TB2125059-41973,Southeastern Asia,2014-12-02,11/30/2014,,2014-12-09,inferred_from_ship
Yes,ID-2014-TB2125059-41973,Southeastern Asia,2014-12-02,11/30/2014,,2014-12-09,inferred_from_ship
Yes,IN-2013-PS187607-41402,Oceania,2013-05-12,5/8/2013,,2013-05-19,inferred_from_ship
Yes,CA-2012-MC17425140-41058,Central US,2012-06-02,5/29/2012,,2012-06-09,inferred_from_ship
Yes,US-2014-DA134505-41926,South America,2014-10-14,10/14/2014,,2014-10-21,inferred_from_ship
Yes,ID-2015-EN137807-42312,Oceania,2015-11-09,11/4/2015,,2015-11-16,inferred_from_ship
Yes,ID-2015-EN137807-42312,Oceania,2015-11-09,11/4/2015,,2015-11-16,inferred_from_ship
Yes,ID-2015-EN137807-42312,Oceania,2015-11-09,11/4/2015,,2015-11-16,inferred_from_ship
Yes,ID-2015-EN137807-42312,Oceania,2015-11-09,11/4/2015,,2015-11-16,inferred_from_ship
Yes,MX-2015-CB1241598-42333,Central America,2015-11-30,11/25/2015,,2015-12-07,inferred_from_ship
Yes,MX-2015-CB1241598-42333,Central America,2015-11-30,11/25/2015,,2015-12-07,inferred_from_ship
Yes,MX-2015-CB1241598-42333,Central America,2015-11-30,11/25/2015,,2015-12-07,inferred_from_ship
Yes,HU-2015-JP552057-42249,Eastern Europe,2015-09-09,9/2/2015,,2015-09-16,inferred_from_ship
Yes,HU-2015-JP552057-42249,Eastern Europe,2015-09-09,9/2/2015,,2015-09-16,inferred_from_ship
Yes,HU-2015-JP552057-42249,Eastern Europe,2015-09-09,9/2/2015,,2015-09-16,inferred_from_ship
Yes,CA-2012-KH16630140-41213,Southern US,2012-11-04,10/31/2012,,2012-11-11,inferred_from_ship
Yes,CA-2012-KH16630140-41213,Southern US,2012-11-04,10/31/2012,,2012-11-11,inferred_from_ship
Yes,CA-2012-KH16630140-41213,Southern US,2012-11-04,10/31/2012,,2012-11-11,inferred_from_ship
Yes,CA-2012-KH16630140-41213,Southern US,2012-11-04,10/31/2012,,2012-11-11,inferred_from_ship
Yes,CA-2012-BS11755140-41046,Eastern US,2012-05-23,5/17/2012,,2012-05-30,inferred_from_ship
Yes,US-2015-SJ2021554-42255,Caribbean,2015-09-10,9/8/2015,,2015-09-17,inferred_from_ship
Yes,US-2015-SJ2021554-42255,Caribbean,2015-09-10,9/8/2015,,2015-09-17,inferred_from_ship
Yes,MX-2012-KT1646518-41017,South America,2012-04-24,4/18/2012,,2012-05-01,inferred_from_ship
Yes,MX-2012-KT1646518-41017,South America,2012-04-24,4/18/2012,,2012-05-01,inferred_from_ship
Yes,MX-2015-AS1028518-42351,South America,2015-12-16,12/13/2015,,2015-12-23,inferred_from_ship
Yes,MX-2015-AS1028518-42351,South America,2015-12-16,12/13/2015,,2015-12-23,inferred_from_ship
Yes,MX-2015-AS1028518-42351,South America,2015-12-16,12/13/2015,,2015-12-23,inferred_from_ship
Yes,MX-2015-SC2068082-42231,Central America,2015-08-22,8/15/2015,,2015-08-29,inferred_from_ship
Yes,ES-2014-MW1822048-41998,Western Europe,2015-01-01,12/25/2014,,2015-01-08,inferred_from_ship
Yes,ES-2014-MW1822048-41998,Western Europe,2015-01-01,12/25/2014,,2015-01-08,inferred_from_ship
Yes,ES-2014-MW1822048-41998,Western Europe,2015-01-01,12/25/2014,,2015-01-08,inferred_from_ship
Yes,MX-2013-MF1766551-41402,Central America,2013-05-13,5/8/2013,,2013-05-20,inferred_from_ship
Yes,MX-2013-MF1766551-41402,Central America,2013-05-13,5/8/2013,,2013-05-20,inferred_from_ship
Yes,MX-2013-MF1766551-41402,Central America,2013-05-13,5/8/2013,,2013-05-20,inferred_from_ship
Yes,CA-2014-JM15535140-41998,Eastern US,2014-12-29,12/25/2014,,2015-01-05,inferred_from_ship
Yes,CA-2012-CC247523-41031,Eastern Canada,2012-05-08,5/2/2012,,2012-05-15,inferred_from_ship
Yes,CA-2012-CC247523-41031,Eastern Canada,2012-05-08,5/2/2012,,2012-05-15,inferred_from_ship
Yes,CA-2012-NC18535140-41112,Western US,2012-07-26,7/22/2012,,2012-08-02,inferred_from_ship
Yes,CA-2012-NC18535140-41112,Western US,2012-07-26,7/22/2012,,2012-08-02,inferred_from_ship
Yes,CA-2012-NC18535140-41112,Western US,2012-07-26,7/22/2012,,2012-08-02,inferred_from_ship
Yes,CA-2012-NC18535140-41112,Western US,2012-07-26,7/22/2012,,2012-08-02,inferred_from_ship
Yes,IN-2013-MM172607-41395,Oceania,2013-05-07,5/1/2013,,2013-05-14,inferred_from_ship
Yes,IN-2013-PR1888027-41430,Eastern Asia,2013-06-08,6/5/2013,,2013-06-15,inferred_from_ship
Yes,NI-2014-RA994595-41979,Western Africa,2014-12-07,12/6/2014,,2014-12-14,inferred_from_ship
Yes,US-2012-RB19435140-41237,Western US,2012-11-28,11/24/2012,,2012-12-05,inferred_from_ship
Yes,US-2012-RB19435140-41237,Western US,2012-11-28,11/24/2012,,2012-12-05,inferred_from_ship
Yes,US-2012-RB19435140-41237,Western US,2012-11-28,11/24/2012,,2012-12-05,inferred_from_ship
Yes,ES-2014-LP17095139-41772,Northern Europe,2014-05-18,5/13/2014,,2014-05-25,inferred_from_ship
Yes,ES-2014-LP17095139-41772,Northern Europe,2014-05-18,5/13/2014,,2014-05-25,inferred_from_ship
Yes,ES-2014-LP17095139-41772,Northern Europe,2014-05-18,5/13/2014,,2014-05-25,inferred_from_ship
Yes,MX-2014-FA1423055-41976,Central America,2014-12-04,12/3/2014,,2014-12-11,inferred_from_ship
Yes,IN-2014-SH19975130-41975,Southeastern Asia,2014-12-08,12/2/2014,,2014-12-15,inferred_from_ship
Yes,IN-2014-SH19975130-41975,Southeastern Asia,2014-12-08,12/2/2014,,2014-12-15,inferred_from_ship
Yes,IN-2014-SH19975130-41975,Southeastern Asia,2014-12-08,12/2/2014,,2014-12-15,inferred_from_ship
Yes,CA-2014-GK14620140-41753,Western US,2014-04-28,4/24/2014,,2014-05-05,inferred_from_ship
Yes,CA-2014-GK14620140-41753,Western US,2014-04-28,4/24/2014,,2014-05-05,inferred_from_ship
Yes,US-2012-DK1289598-41166,Central America,2012-09-19,9/14/2012,,2012-09-26,inferred_from_ship
Yes,US-2012-DK1289598-41166,Central America,2012-09-19,9/14/2012,,2012-09-26,inferred_from_ship
Yes,ES-2014-AB10165139-41888,Northern Europe,2014-09-10,9/6/2014,,2014-09-17,inferred_from_ship
Yes,ES-2014-AB10165139-41888,Northern Europe,2014-09-10,9/6/2014,,2014-09-17,inferred_from_ship
Yes,US-2014-SP20860140-41968,Western US,2014-12-01,11/25/2014,,2014-12-08,inferred_from_ship
Yes,US-2014-SP20860140-41968,Western US,2014-12-01,11/25/2014,,2014-12-08,inferred_from_ship
Yes,US-2014-SP20860140-41968,Western US,2014-12-01,11/25/2014,,2014-12-08,inferred_from_ship
Yes,IT-2012-GD1459091-40988,Western Europe,2012-03-26,3/20/2012,,2012-04-02,inferred_from_ship
Yes,IN-2014-NB1865527-41858,Eastern Asia,2014-08-07,8/7/2014,,2014-08-14,inferred_from_ship
Yes,PL-2012-JD5790103-41249,Eastern Europe,2012-12-07,12/6/2012,,2012-12-14,inferred_from_ship
Yes,PL-2012-JD5790103-41249,Eastern Europe,2012-12-07,12/6/2012,,2012-12-14,inferred_from_ship
Yes,KE-2015-JH598569-42317,Eastern Africa,2015-11-13,11/9/2015,,2015-11-20,inferred_from_ship
Yes,KE-2015-JH598569-42317,Eastern Africa,2015-11-13,11/9/2015,,2015-11-20,inferred_from_ship
Yes,MX-2014-DC1328518-41751,South America,2014-04-26,4/22/2014,,2014-05-03,inferred_from_ship
Yes,MX-2014-DC1328518-41751,South America,2014-04-26,4/22/2014,,2014-05-03,inferred_from_ship
Yes,MX-2014-DC1328518-41751,South America,2014-04-26,4/22/2014,,2014-05-03,inferred_from_ship
Yes,ES-2014-HG1502548-41783,Western Europe,2014-05-26,5/24/2014,,2014-06-02,inferred_from_ship
Yes,ES-2014-HG1502548-41783,Western Europe,2014-05-26,5/24/2014,,2014-06-02,inferred_from_ship
Yes,ES-2014-HG1502548-41783,Western Europe,2014-05-26,5/24/2014,,2014-06-02,inferred_from_ship
Yes,IV-2014-AM70529-41678,Western Africa,2014-02-12,2/8/2014,,2014-02-19,inferred_from_ship
Yes,IV-2014-AM70529-41678,Western Africa,2014-02-12,2/8/2014,,2014-02-19,inferred_from_ship
Yes,RO-2014-ND8370107-41839,Eastern Europe,2014-07-24,7/19/2014,,2014-07-31,inferred_from_ship
Yes,EG-2015-AY55538-42121,North Africa,2015-05-01,4/27/2015,,2015-05-08,inferred_from_ship
Yes,MO-2014-KH669086-41830,North Africa,2014-07-10,7/10/2014,,2014-07-17,inferred_from_ship
Yes,IN-2014-SR2074027-41767,Eastern Asia,2014-05-10,5/8/2014,,2014-05-17,inferred_from_ship
Yes,IN-2013-MF176657-41300,Oceania,2013-01-28,1/26/2013,,2013-02-04,inferred_from_ship
Yes,IN-2013-MF176657-41300,Oceania,2013-01-28,1/26/2013,,2013-02-04,inferred_from_ship
Yes,ES-2013-HM1498064-41289,Southern Europe,2013-01-17,1/15/2013,,2013-01-24,inferred_from_ship
Yes,ES-2013-HM1498064-41289,Southern Europe,2013-01-17,1/15/2013,,2013-01-24,inferred_from_ship
Yes,MX-2015-DL1331582-42335,Central America,2015-11-29,11/27/2015,,2015-12-06,inferred_from_ship
Yes,US-2013-MW1822036-41387,Caribbean,2013-04-25,4/23/2013,,2013-05-02,inferred_from_ship
Yes,US-2014-BG11695140-42001,Central US,2015-01-01,12/28/2014,,2015-01-08,inferred_from_ship
Yes,MX-2014-SW2075582-41811,Central America,2014-06-25,6/21/2014,,2014-07-02,inferred_from_ship
Yes,MX-2014-SW2075582-41811,Central America,2014-06-25,6/21/2014,,2014-07-02,inferred_from_ship
Yes,MO-2014-MO795086-41706,North Africa,2014-03-13,3/8/2014,,2014-03-20,inferred_from_ship
Yes,MO-2014-MO795086-41706,North Africa,2014-03-13,3/8/2014,,2014-03-20,inferred_from_ship
Yes,MX-2015-PO1885082-42279,Central America,2015-10-07,10/2/2015,,2015-10-14,inferred_from_ship
Yes,MX-2015-PO1885082-42279,Central America,2015-10-07,10/2/2015,,2015-10-14,inferred_from_ship
Yes,MX-2015-PO1885082-42279,Central America,2015-10-07,10/2/2015,,2015-10-14,inferred_from_ship
Yes,MX-2015-PO1885082-42279,Central America,2015-10-07,10/2/2015,,2015-10-14,inferred_from_ship
Yes,MX-2015-PO1885082-42279,Central America,2015-10-07,10/2/2015,,2015-10-14,inferred_from_ship
Yes,MX-2015-PO1885082-42279,Central America,2015-10-07,10/2/2015,,2015-10-14,inferred_from_ship
Yes,MX-2015-PO1885082-42279,Central America,2015-10-07,10/2/2015,,2015-10-14,inferred_from_ship
Yes,MX-2015-PO1885082-42279,Central America,2015-10-07,10/2/2015,,2015-10-14,inferred_from_ship
Yes,MX-2015-PO1885082-42279,Central America,2015-10-07,10/2/2015,,2015-10-14,inferred_from_ship
Yes,MX-2015-PO1885082-42279,Central America,2015-10-07,10/2/2015,,2015-10-14,inferred_from_ship
Yes,MX-2015-PO1885082-42279,Central America,2015-10-07,10/2/2015,,2015-10-14,inferred_from_ship
Yes,MX-2015-PO1885082-42279,Central America,2015-10-07,10/2/2015,,2015-10-14,inferred_from_ship
Yes,MX-2015-PO1885082-42279,Central America,2015-10-07,10/2/2015,,2015-10-14,inferred_from_ship
Yes,US-2014-DR12880140-41723,Western US,2014-03-29,3/25/2014,,2014-04-05,inferred_from_ship
Yes,CA-2012-AG10525140-41153,Central US,2012-09-06,9/1/2012,,2012-09-13,inferred_from_ship
Yes,IT-2013-KH1669045-41490,Western Europe,2013-08-10,8/4/2013,,2013-08-17,inferred_from_ship
Yes,IT-2013-KH1669045-41490,Western Europe,2013-08-10,8/4/2013,,2013-08-17,inferred_from_ship
Yes,IT-2013-KH1669045-41490,Western Europe,2013-08-10,8/4/2013,,2013-08-17,inferred_from_ship
Yes,IT-2013-KH1669045-41490,Western Europe,2013-08-10,8/4/2013,,2013-08-17,inferred_from_ship
Yes,IT-2013-KH1669045-41490,Western Europe,2013-08-10,8/4/2013,,2013-08-17,inferred_from_ship
Yes,IT-2013-KH1669045-41490,Western Europe,2013-08-10,8/4/2013,,2013-08-17,inferred_from_ship
Yes,US-2012-JP155205-41153,South America,2012-09-05,9/1/2012,,2012-09-12,inferred_from_ship
Yes,US-2012-JP155205-41153,South America,2012-09-05,9/1/2012,,2012-09-12,inferred_from_ship
Yes,US-2012-JP155205-41153,South America,2012-09-05,9/1/2012,,2012-09-12,inferred_from_ship
Yes,US-2012-JP155205-41153,South America,2012-09-05,9/1/2012,,2012-09-12,inferred_from_ship
Yes,US-2012-JP155205-41153,South America,2012-09-05,9/1/2012,,2012-09-12,inferred_from_ship
Yes,US-2012-JP155205-41153,South America,2012-09-05,9/1/2012,,2012-09-12,inferred_from_ship
Yes,CG-2015-AM70533-42233,Central Africa,2015-08-21,8/17/2015,,2015-08-28,inferred_from_ship
Yes,CA-2015-AJ10945140-42248,Central US,2015-09-06,9/1/2015,,2015-09-13,inferred_from_ship
Yes,MX-2013-SO2033526-41400,South America,2013-05-10,5/6/2013,,2013-05-17,inferred_from_ship
Yes,IN-2012-TS2150559-40990,Southeastern Asia,2012-03-25,3/22/2012,,2012-04-01,inferred_from_ship
Yes,IN-2012-TS2150559-40990,Southeastern Asia,2012-03-25,3/22/2012,,2012-04-01,inferred_from_ship
Yes,IN-2012-TS2150559-40990,Southeastern Asia,2012-03-25,3/22/2012,,2012-04-01,inferred_from_ship
Yes,IN-2012-TS2150559-40990,Southeastern Asia,2012-03-25,3/22/2012,,2012-04-01,inferred_from_ship
Yes,IN-2012-TS2150559-40990,Southeastern Asia,2012-03-25,3/22/2012,,2012-04-01,inferred_from_ship
Yes,CA-2015-MV17485140-42333,Western US,2015-11-30,11/25/2015,,2015-12-07,inferred_from_ship
Yes,CA-2015-MV17485140-42333,Western US,2015-11-30,11/25/2015,,2015-12-07,inferred_from_ship
Yes,IN-2015-SC2038027-42306,Eastern Asia,2015-11-03,10/29/2015,,2015-11-10,inferred_from_ship
Yes,IN-2015-SC2038027-42306,Eastern Asia,2015-11-03,10/29/2015,,2015-11-10,inferred_from_ship
Yes,IN-2015-SC2038027-42306,Eastern Asia,2015-11-03,10/29/2015,,2015-11-10,inferred_from_ship
Yes,IT-2012-JC1610564-41053,Southern Europe,2012-05-28,5/24/2012,,2012-06-04,inferred_from_ship
Yes,IT-2012-JC1610564-41053,Southern Europe,2012-05-28,5/24/2012,,2012-06-04,inferred_from_ship
Yes,IT-2012-JC1610564-41053,Southern Europe,2012-05-28,5/24/2012,,2012-06-04,inferred_from_ship
Yes,IT-2012-JC1610564-41053,Southern Europe,2012-05-28,5/24/2012,,2012-06-04,inferred_from_ship
Yes,IT-2012-JC1610564-41053,Southern Europe,2012-05-28,5/24/2012,,2012-06-04,inferred_from_ship
Yes,CA-2015-LE16810140-42348,Western US,2015-12-15,12/10/2015,,2015-12-22,inferred_from_ship
Yes,US-2013-BB1099036-41379,Caribbean,2013-04-17,4/15/2013,,2013-04-24,inferred_from_ship
Yes,US-2013-BB1099036-41379,Caribbean,2013-04-17,4/15/2013,,2013-04-24,inferred_from_ship
Yes,US-2013-BB1099036-41379,Caribbean,2013-04-17,4/15/2013,,2013-04-24,inferred_from_ship
Yes,US-2013-BB1099036-41379,Caribbean,2013-04-17,4/15/2013,,2013-04-24,inferred_from_ship
Yes,TU-2013-AH195134-41319,Western Asia,2013-02-18,2/14/2013,,2013-02-25,inferred_from_ship
Yes,TU-2013-AH195134-41319,Western Asia,2013-02-18,2/14/2013,,2013-02-25,inferred_from_ship
Yes,TU-2013-AH195134-41319,Western Asia,2013-02-18,2/14/2013,,2013-02-25,inferred_from_ship
Yes,MX-2014-TS2120518-41791,South America,2014-06-05,6/1/2014,,2014-06-12,inferred_from_ship
Yes,MX-2014-TS2120518-41791,South America,2014-06-05,6/1/2014,,2014-06-12,inferred_from_ship
Yes,IR-2012-FH436560-41114,Southern Asia,2012-07-30,7/24/2012,,2012-08-06,inferred_from_ship
Yes,MX-2014-SH2039582-41895,Central America,2014-09-17,9/13/2014,,2014-09-24,inferred_from_ship
Yes,MX-2014-SH2039582-41895,Central America,2014-09-17,9/13/2014,,2014-09-24,inferred_from_ship
Yes,MX-2014-SH2039582-41895,Central America,2014-09-17,9/13/2014,,2014-09-24,inferred_from_ship
Yes,US-2014-GT14710140-41980,Western US,2014-12-13,12/7/2014,,2014-12-20,inferred_from_ship
Yes,US-2014-GT14710140-41980,Western US,2014-12-13,12/7/2014,,2014-12-20,inferred_from_ship
Yes,US-2014-GT14710140-41980,Western US,2014-12-13,12/7/2014,,2014-12-20,inferred_from_ship
Yes,US-2014-GT14710140-41980,Western US,2014-12-13,12/7/2014,,2014-12-20,inferred_from_ship
Yes,US-2014-GT14710140-41980,Western US,2014-12-13,12/7/2014,,2014-12-20,inferred_from_ship
Yes,US-2014-GT14710140-41980,Western US,2014-12-13,12/7/2014,,2014-12-20,inferred_from_ship
Yes,US-2014-GT14710140-41980,Western US,2014-12-13,12/7/2014,,2014-12-20,inferred_from_ship
Yes,IR-2014-BN151560-41880,Southern Asia,2014-09-03,8/29/2014,,2014-09-10,inferred_from_ship
Yes,ES-2012-SH2039545-40914,Western Europe,2012-01-09,1/6/2012,,2012-01-16,inferred_from_ship
Yes,SA-2013-SC10260110-41451,Western Asia,2013-06-30,6/26/2013,,2013-07-07,inferred_from_ship
Yes,SA-2013-SC10260110-41451,Western Asia,2013-06-30,6/26/2013,,2013-07-07,inferred_from_ship
Yes,SA-2013-SC10260110-41451,Western Asia,2013-06-30,6/26/2013,,2013-07-07,inferred_from_ship
Yes,SA-2013-SC10260110-41451,Western Asia,2013-06-30,6/26/2013,,2013-07-07,inferred_from_ship
Yes,CA-2014-BD11605140-41742,Southern US,2014-04-17,4/13/2014,,2014-04-24,inferred_from_ship
Yes,CA-2014-BD11605140-41742,Southern US,2014-04-17,4/13/2014,,2014-04-24,inferred_from_ship
Yes,CA-2014-BD11605140-41742,Southern US,2014-04-17,4/13/2014,,2014-04-24,inferred_from_ship
Yes,IN-2012-VD2167059-41269,Southeastern Asia,2012-12-28,12/26/2012,,2013-01-04,inferred_from_ship
Yes,IN-2012-VD2167059-41269,Southeastern Asia,2012-12-28,12/26/2012,,2013-01-04,inferred_from_ship
Yes,ES-2015-MY17380120-42316,Southern Europe,2015-11-14,11/8/2015,,2015-11-21,inferred_from_ship
Yes,CA-2015-LC16870140-42091,Southern US,2015-03-30,3/28/2015,,2015-04-06,inferred_from_ship
Yes,CA-2015-LC16870140-42091,Southern US,2015-03-30,3/28/2015,,2015-04-06,inferred_from_ship
Yes,CA-2015-LC16870140-42091,Southern US,2015-03-30,3/28/2015,,2015-04-06,inferred_from_ship
Yes,CA-2015-LC16870140-42091,Southern US,2015-03-30,3/28/2015,,2015-04-06,inferred_from_ship
Yes,CA-2015-LC16870140-42091,Southern US,2015-03-30,3/28/2015,,2015-04-06,inferred_from_ship
Yes,CA-2015-LC16870140-42091,Southern US,2015-03-30,3/28/2015,,2015-04-06,inferred_from_ship
Yes,IN-2012-TR2132527-41188,Eastern Asia,2012-10-09,10/6/2012,,2012-10-16,inferred_from_ship
Yes,IN-2012-TR2132527-41188,Eastern Asia,2012-10-09,10/6/2012,,2012-10-16,inferred_from_ship
Yes,IN-2012-TR2132527-41188,Eastern Asia,2012-10-09,10/6/2012,,2012-10-16,inferred_from_ship
Yes,IN-2014-JC1538558-41815,Southern Asia,2014-06-30,6/25/2014,,2014-07-07,inferred_from_ship
Yes,MX-2012-NG1843018-41201,South America,2012-10-26,10/19/2012,,2012-11-02,inferred_from_ship
Yes,EG-2015-DM301538-42367,North Africa,2016-01-02,12/29/2015,,2016-01-09,inferred_from_ship
Yes,EG-2015-DM301538-42367,North Africa,2016-01-02,12/29/2015,,2016-01-09,inferred_from_ship
Yes,EG-2015-DM301538-42367,North Africa,2016-01-02,12/29/2015,,2016-01-09,inferred_from_ship
Yes,BU-2014-CS186019-41993,Eastern Europe,2014-12-21,12/20/2014,,2014-12-28,inferred_from_ship
Yes,BU-2014-CS186019-41993,Eastern Europe,2014-12-21,12/20/2014,,2014-12-28,inferred_from_ship
Yes,BU-2014-CS186019-41993,Eastern Europe,2014-12-21,12/20/2014,,2014-12-28,inferred_from_ship
Yes,ID-2014-CT11995118-41810,Eastern Asia,2014-06-26,6/20/2014,,2014-07-03,inferred_from_ship
Yes,ID-2014-CT11995118-41810,Eastern Asia,2014-06-26,6/20/2014,,2014-07-03,inferred_from_ship
Yes,IN-2012-EH139907-41140,Oceania,2012-08-23,8/19/2012,,2012-08-30,inferred_from_ship
Yes,IN-2012-EH139907-41140,Oceania,2012-08-23,8/19/2012,,2012-08-30,inferred_from_ship
Yes,CA-2012-RD19585140-41000,Southern US,2012-04-07,4/1/2012,,2012-04-14,inferred_from_ship
Yes,CA-2012-RD19585140-41000,Southern US,2012-04-07,4/1/2012,,2012-04-14,inferred_from_ship
Yes,CA-2012-RD19585140-41000,Southern US,2012-04-07,4/1/2012,,2012-04-14,inferred_from_ship
Yes,CA-2015-CW11905140-42138,Eastern US,2015-05-19,5/14/2015,,2015-05-26,inferred_from_ship
Yes,MX-2014-NC1862593-41955,Central America,2014-11-14,11/12/2014,,2014-11-21,inferred_from_ship
Yes,MX-2014-NC1862593-41955,Central America,2014-11-14,11/12/2014,,2014-11-21,inferred_from_ship
Yes,MX-2013-RB1936082-41552,Central America,2013-10-08,10/5/2013,,2013-10-15,inferred_from_ship
Yes,MX-2013-RB1936082-41552,Central America,2013-10-08,10/5/2013,,2013-10-15,inferred_from_ship
Yes,MX-2013-RB1936082-41552,Central America,2013-10-08,10/5/2013,,2013-10-15,inferred_from_ship
Yes,IN-2012-AS1028527-41034,Eastern Asia,2012-05-11,5/5/2012,,2012-05-18,inferred_from_ship
Yes,IN-2012-AS1028527-41034,Eastern Asia,2012-05-11,5/5/2012,,2012-05-18,inferred_from_ship
Yes,IN-2012-AS1028527-41034,Eastern Asia,2012-05-11,5/5/2012,,2012-05-18,inferred_from_ship
