order_id,returned_flag
NI-2015-MK790595-42144,TRUE
UP-2014-LL6840137-41670,TRUE
ES-2015-LT1711045-42025,TRUE
TU-2012-FG4260134-41177,TRUE
IT-2014-AT1043591-41795,TRUE
CA-2015-JF15415140-42367,TRUE
IT-2012-RD19930120-41222,TRUE
IR-2014-BD162060-41820,TRUE
ES-2015-CM1223545-42327,TRUE
MX-2015-MS1798028-42300,TRUE
UP-2015-RK9300137-42341,TRUE
CA-2015-MA17560140-42298,TRUE
US-2013-HD1478555-41565,TRUE
MX-2013-BS1136536-41595,TRUE
CA-2012-RH19495140-41143,TRUE
ET-2014-SV1081543-41814,TRUE
MX-2013-AP1091536-41528,TRUE
MX-2015-RH1951082-42262,TRUE
CA-2013-JC16105140-41520,TRUE
ES-2012-MP1817564-41187,TRUE
US-2013-RR19525140-41613,TRUE
ES-2013-GT14710139-41614,TRUE
EK-2014-EP391540-41947,TRUE
ID-2012-TC2129527-41137,TRUE
MX-2014-TM2149039-41923,TRUE
TU-2015-EB3840134-42326,TRUE
MX-2013-DW1348051-41548,TRUE
US-2014-GK14620101-41744,TRUE
MX-2012-PF1912028-41059,TRUE
IZ-2013-GZ454561-41314,TRUE
CA-2015-SC20380140-42039,TRUE
IN-2015-BS11590102-42287,TRUE
MX-2012-MF1766582-41174,TRUE
TU-2015-CS1860134-42042,TRUE
MX-2013-SS2059093-41565,TRUE
MX-2015-PR1888018-42153,TRUE
PL-2014-BM1650103-41888,TRUE
CA-2015-DK13090140-42279,TRUE
ID-2014-RB19330102-41767,TRUE
MX-2013-RW1963082-41528,TRUE
IT-2012-BD1172591-40992,TRUE
TU-2015-SW10350134-42024,TRUE
US-2014-SG2008055-41769,TRUE
ES-2012-AR104058-41127,TRUE
CG-2015-DW358533-42341,TRUE
CA-2012-HP14815140-41236,TRUE
ID-2013-AS1022559-41392,TRUE
PL-2015-ML8265103-42252,TRUE
ES-2014-BD1132048-41992,TRUE
CA-2015-JH15430140-42329,TRUE
CA-2015-NG18355140-42235,TRUE
MX-2012-MM1805531-40978,TRUE
ES-2013-EH14125120-41573,TRUE
ES-2015-BM1157545-42276,TRUE
ES-2015-CB1202545-42041,TRUE
IT-2014-AP1091564-41896,TRUE
ES-2012-AG1049564-41254,TRUE
ID-2013-GZ14545130-41605,TRUE
IN-2015-LH171557-42294,TRUE
US-2015-PN18775140-42339,TRUE
ID-2015-GD1459092-42144,TRUE
IN-2014-IM1507058-41812,TRUE
US-2012-JW1595555-41073,TRUE
MX-2014-AG1076539-41887,TRUE
ES-2015-LD1685548-42185,TRUE
US-2012-CW1190536-41241,TRUE
ID-2015-GM1445592-42334,TRUE
EG-2013-VG1179038-41590,TRUE
CA-2015-PN18775140-42120,TRUE
ID-2012-RB193307-41261,TRUE
CA-2015-AG10675140-42272,TRUE
EN-2015-MC760542-42174,TRUE
US-2014-MG1814555-41928,TRUE
CA-2015-RB19795140-42138,TRUE
IR-2014-DL286560-41950,TRUE
CA-2015-PK19075140-42316,TRUE
ES-2014-EJ1415545-41901,TRUE
ES-2014-EB1397564-41814,TRUE
MX-2012-JL1517582-41163,TRUE
ES-2014-CP12340120-41738,TRUE
US-2015-SC2084582-42125,TRUE
TU-2013-AH585134-41367,TRUE
CA-2014-BM11575140-41964,TRUE
SI-2014-TC10980115-41955,TRUE
ES-2012-VG2180548-41175,TRUE
MX-2014-Dp1324082-41960,TRUE
IN-2015-MH1744027-42025,TRUE
IN-2015-TW2102578-42063,TRUE
IT-2015-FO1430564-42342,TRUE
BO-2015-MS798013-42091,TRUE
CA-2012-ZC21910140-41271,TRUE
ES-2012-AJ1094545-41239,TRUE
US-2015-RL19615140-42147,TRUE
NI-2012-SN1056095-41065,TRUE
CA-2014-EH13945140-41655,TRUE
MX-2013-JP1552082-41440,TRUE
IN-2015-CR126257-42046,TRUE
IN-2014-OT187307-41944,TRUE
MX-2013-MC1759039-41577,TRUE
MX-2012-BF1127582-41039,TRUE
TU-2014-EG3900134-41794,TRUE
CA-2013-TC21535140-41536,TRUE
US-2015-EB1397518-42304,TRUE
ES-2015-JK1564064-42297,TRUE
EG-2015-RM937538-42360,TRUE
MX-2014-PO1886593-41642,TRUE
SA-2015-BB990110-42291,TRUE
US-2012-TS2108536-41070,TRUE
EG-2013-FA423038-41534,TRUE
ES-2013-SC20305139-41480,TRUE
CA-2013-BP11095140-41481,TRUE
MO-2013-JW607586-41520,TRUE
ID-2015-NP18685102-42224,TRUE
ES-2015-JC16105139-42173,TRUE
US-2015-RH1955518-42079,TRUE
CA-2014-WB21850140-41654,TRUE
IN-2013-SW202757-41585,TRUE
MX-2013-SC2077018-41329,TRUE
CA-2015-HM14980140-42122,TRUE
IR-2012-DV304560-40929,TRUE
MX-2013-EJ1415516-41465,TRUE
CA-2012-EJ13720140-41258,TRUE
CA-2015-SC20305140-42245,TRUE
IS-2013-MY829563-41460,TRUE
ID-2015-LS172007-42133,TRUE
MX-2012-BT1130582-41158,TRUE
ES-2015-CL1189064-42356,TRUE
CA-2014-JG15160140-41910,TRUE
ID-2014-MP1747059-41709,TRUE
SA-2013-GM4680110-41328,TRUE
MX-2012-TZ2158093-40955,TRUE
CA-2012-RB19645140-41143,TRUE
CA-2012-IM15055140-40932,TRUE
IN-2015-BK1126027-42341,TRUE
US-2015-DB1355598-42119,TRUE
MX-2012-AW1093031-40912,TRUE
MX-2014-HE1480082-41851,TRUE
US-2013-ON18715140-41411,TRUE
MX-2012-AH1046539-41185,TRUE
TU-2012-FH4365134-41121,TRUE
ID-2013-RW1954097-41476,TRUE
CA-2014-AM10360140-41837,TRUE
CA-2013-FC14335140-41409,TRUE
IN-2015-IG1508566-42228,TRUE
IT-2014-EK1379591-41771,TRUE
ID-2015-TC2129559-42223,TRUE
CA-2014-BD11620140-41999,TRUE
CA-2014-RD19900140-41960,TRUE
ID-2012-TH21100118-41125,TRUE
IZ-2014-CA205561-41816,TRUE
CA-2013-TC21475140-41391,TRUE
AG-2014-RD95853-41712,TRUE
ID-2012-JE1574559-41234,TRUE
CA-2014-TS21160140-41702,TRUE
MX-2015-DK1289526-42090,TRUE
CA-2013-GB14530140-41528,TRUE
IN-2015-RD1948011-42109,TRUE
ID-2015-RM197507-42129,TRUE
US-2013-PT1909018-41418,TRUE
CA-2014-AS10045140-41727,TRUE
ES-2013-CS1246064-41368,TRUE
MX-2015-SZ2003536-42216,TRUE
SF-2013-BD1620117-41376,TRUE
TU-2013-DL2925134-41534,TRUE
IN-2015-DB13660102-42089,TRUE
MX-2015-KC1625582-42259,TRUE
EG-2014-SB1018538-41944,TRUE
ES-2015-NM18445139-42218,TRUE
CM-2012-SC1068022-41009,TRUE
CA-2014-TB21280140-41786,TRUE
ES-2012-AB1060064-40927,TRUE
MX-2013-JC1534082-41392,TRUE
MX-2014-CG1204031-41977,TRUE
UP-2014-CR2580137-41922,TRUE
NI-2015-JG516095-42235,TRUE
MX-2014-HP1481582-41709,TRUE
IN-2015-DK1289559-42281,TRUE
ES-2014-SJ2021548-41998,TRUE
IN-2014-BS1159027-42000,TRUE
US-2013-GM14500101-41366,TRUE
IN-2013-KM1666059-41574,TRUE
ID-2014-RP1927059-41918,TRUE
IN-2015-AS102857-42217,TRUE
US-2013-EJ1372018-41628,TRUE
IN-2015-CR128207-42270,TRUE
US-2014-FO14305140-41944,TRUE
SF-2012-CC2685117-41263,TRUE
IT-2012-NF18385139-41237,TRUE
CA-2015-EB13705140-42321,TRUE
US-2014-JE1574555-41971,TRUE
ES-2013-TB2162548-41374,TRUE
CA-2015-JS594023-42346,TRUE
IN-2015-MH1811592-42116,TRUE
US-2013-MA1799536-41346,TRUE
IN-2012-JM15265144-41031,TRUE
CA-2012-JG15115140-41189,TRUE
US-2015-CG1252055-42316,TRUE
MX-2014-RR1931526-41951,TRUE
CA-2014-CK12595140-41711,TRUE
MX-2014-DM1295598-41807,TRUE
MX-2012-BS1159039-41175,TRUE
MX-2012-DS1318018-41081,TRUE
TU-2015-CS2355134-42101,TRUE
ID-2014-EB1397559-41919,TRUE
IN-2014-AC1061558-41808,TRUE
EG-2012-NM844538-41002,TRUE
ES-2014-RB1964545-41859,TRUE
IN-2015-MA17995121-42230,TRUE
NI-2013-EH376595-41500,TRUE
IR-2015-BD162060-42252,TRUE
IN-2014-PB19210130-41872,TRUE
IN-2015-AA1031558-42361,TRUE
TZ-2015-BM1785129-42285,TRUE
IV-2014-LC688529-41898,TRUE
IN-2015-DL1292558-42167,TRUE
EG-2015-NF838538-42060,TRUE
CA-2014-ND18370140-41963,TRUE
NI-2012-BM114095-41061,TRUE
CA-2012-CM11815140-41226,TRUE
ES-2015-CJ1201064-42323,TRUE
IN-2015-MB180857-42172,TRUE
ES-2015-MJ1774045-42168,TRUE
ES-2015-HJ14875139-42013,TRUE
CA-2012-CM11815140-41273,TRUE
CA-2014-BT11680140-41751,TRUE
IN-2012-GM1444027-41128,TRUE
IN-2015-DK12985144-42112,TRUE
TU-2015-LP7080134-42185,TRUE
CA-2014-DP13390140-41784,TRUE
US-2014-AJ1078018-41752,TRUE
IT-2013-BW11065139-41370,TRUE
ES-2015-GG1465048-42245,TRUE
CA-2012-PB19150140-41254,TRUE
CA-2014-TT21265140-41915,TRUE
IR-2012-SS1051560-41125,TRUE
CA-2012-RA988523-41160,TRUE
US-2015-ME17320140-42322,TRUE
US-2012-GH1442598-41140,TRUE
ES-2013-EC1405048-41520,TRUE
US-2015-GZ14470140-42362,TRUE
MX-2014-ML1741039-41935,TRUE
MX-2012-DP1316582-41234,TRUE
MX-2012-BD1163582-41249,TRUE
MX-2015-CD1279080-42293,TRUE
IN-2014-DW1319559-41730,TRUE
IN-2015-JK1612058-42126,TRUE
US-2014-AR104055-41906,TRUE
NI-2015-JG516095-42353,TRUE
US-2012-SC20260140-41165,TRUE
CA-2012-CM12715140-41177,TRUE
CA-2015-HM14860140-42221,TRUE
IN-2015-DK1337566-42155,TRUE
CA-2013-KC16255140-41473,TRUE
AL-2012-EM38252-41213,TRUE
CA-2013-EH13945140-41465,TRUE
ES-2012-MZ1751545-41262,TRUE
US-2014-LH1675055-41840,TRUE
MX-2015-LA1678051-42286,TRUE
ID-2014-LB167957-41829,TRUE
CA-2015-LW17215140-42348,TRUE
ES-2015-AM10705120-42017,TRUE
TU-2014-SD10485134-41771,TRUE
US-2012-AH1046536-41234,TRUE
US-2012-DB1327036-41021,TRUE
CA-2014-LS16945140-41912,TRUE
MX-2015-QJ1925551-42255,TRUE
ES-2015-AS1004564-42028,TRUE
SG-2015-AG495111-42164,TRUE
CA-2012-KC16675140-41255,TRUE
CA-2015-JB16045140-42362,TRUE
ZA-2015-RC9960146-42257,TRUE
ES-2012-TB21190139-40992,TRUE
US-2013-GA1472598-41599,TRUE
US-2013-TS2134055-41356,TRUE
CA-2015-EH13765140-42027,TRUE
TU-2015-SC10050134-42216,TRUE
CA-2014-CY12745140-41867,TRUE
KG-2015-FO430570-42318,TRUE
GH-2015-KD661549-42183,TRUE
IT-2015-DK12895124-42312,TRUE
CA-2013-DP13165140-41557,TRUE
CA-2015-SP20860140-42276,TRUE
IN-2015-RH1949559-42257,TRUE
CA-2013-BN11470140-41380,TRUE
NI-2013-EH412595-41541,TRUE
ID-2013-PB18805130-41421,TRUE
TU-2015-SV10785134-42340,TRUE
US-2014-DJ1363018-41963,TRUE
US-2015-JE15610140-42321,TRUE
ID-2014-RH1949559-41984,TRUE
IN-2014-AJ109457-41793,TRUE
CA-2012-LT16765140-41152,TRUE
IN-2012-ST2053058-41058,TRUE
CA-2012-PJ19015140-41005,TRUE
MX-2014-DK1298518-41740,TRUE
ID-2014-SC2026092-41894,TRUE
UP-2013-DL2925137-41299,TRUE
AE-2014-MY7380138-42004,TRUE
ES-2015-LS1723045-42159,TRUE
TU-2014-MY8295134-41860,TRUE
MX-2014-KN1639082-41907,TRUE
IT-2013-CA12310139-41538,TRUE
CA-2014-LF17185140-41933,TRUE
CA-2015-SJ20125140-42105,TRUE
US-2013-DR12940140-41635,TRUE
TU-2014-TC11145134-41656,TRUE
MX-2012-RE1940539-41195,TRUE
ES-2013-ME1772545-41370,TRUE
CA-2013-MS17830140-41478,TRUE
IN-2015-DB13405144-42341,TRUE
US-2015-SC20050140-42278,TRUE
IN-2014-DM1301527-41919,TRUE
CA-2014-DL13330140-41941,TRUE
MX-2012-AH1012082-41226,TRUE
NG-2015-JC577594-42260,TRUE
CA-2014-MG17890140-41703,TRUE
EG-2014-CS186038-41690,TRUE
US-2012-KT16465140-41168,TRUE
NI-2013-DB321095-41521,TRUE
CA-2013-PS19045140-41438,TRUE
TU-2015-AG675134-42099,TRUE
US-2015-SH1997555-42052,TRUE
IT-2014-DO1364591-41870,TRUE
ES-2013-BF1100591-41501,TRUE
US-2012-JA1597055-41237,TRUE
TU-2013-CR2730134-41324,TRUE
RO-2015-SA10830107-42012,TRUE
MX-2015-NF1859539-42209,TRUE
NI-2014-JK562595-41779,TRUE
MX-2015-SP2092055-42363,TRUE
MX-2014-EH1418518-41915,TRUE
MX-2014-KL1664593-41733,TRUE
NI-2015-BP105095-42249,TRUE
CA-2015-ML17410140-42025,TRUE
IN-2015-AH1069027-42181,TRUE
IN-2015-BE1141027-42249,TRUE
TU-2015-JD6015134-42327,TRUE
IN-2013-AS1028558-41354,TRUE
US-2012-GR1456054-41082,TRUE
CA-2014-AB10255140-41936,TRUE
BN-2014-KB631515-41904,TRUE
CA-2015-BD11725140-42276,TRUE
KZ-2012-PR888068-41144,TRUE
CA-2015-SC20575140-42236,TRUE
CA-2015-GK14620140-42257,TRUE
ZA-2015-MN7935147-42339,TRUE
ES-2012-AA1064564-41268,TRUE
IN-2015-MO178007-42363,TRUE
CA-2013-AI10855140-41628,TRUE
ES-2015-WB21850139-42248,TRUE
AG-2014-CM21603-41755,TRUE
IN-2012-RC198257-41167,TRUE
IN-2013-JM152657-41576,TRUE
TU-2012-PF9165134-41074,TRUE
US-2012-TH21235140-41216,TRUE
US-2013-PF1916582-41445,TRUE
CA-2015-AA10645140-42314,TRUE
ES-2012-MO17950120-41137,TRUE
ES-2013-PB1915034-41373,TRUE
NI-2014-CG204095-41856,TRUE
NI-2015-EB411095-42174,TRUE
IN-2014-KD16345144-41768,TRUE
IN-2015-LA16780102-42095,TRUE
IN-2014-SE2011066-41772,TRUE
ES-2015-AS1024064-42297,TRUE
ZA-2014-LS6945147-41672,TRUE
TU-2014-SF10965134-41992,TRUE
US-2014-LB16795140-41957,TRUE
IN-2014-DA1345058-41769,TRUE
US-2013-HG14845140-41530,TRUE
US-2013-SJ2021582-41543,TRUE
CA-2015-EB13870140-42269,TRUE
EG-2014-PM894038-41846,TRUE
