order_id,product_id,row_id,quantity,sales,discount,profit,shipping_cost
ES-2013-AM1036045-41461,OFF-AP-4506,11839,4,1952.42,0.1,759.26,87.26
IN-2012-BM1178558-41124,TEC-CO-5990,28646,4,963.36,0.0,154.08,87.26
ES-2014-PS1904545-41845,FUR-CH-4530,20044,3,1272.19,0.1,551.2,87.26
ES-2012-TP21565139-41073,TEC-PH-5355,13856,2,1272.12,0.0,546.96,87.24
IN-2015-KB16405102-42048,FUR-CH-5378,25872,5,1726.65,0.25,414.3,87.23
IT-2013-NG1843064-41433,OFF-ST-5693,19299,6,509.87,0.4,-119.05,87.2
MZ-2013-AG27087-41432,OFF-ST-6031,47120,4,509.88,0.0,5.04,87.18
ES-2015-AT1073548-42173,OFF-ST-4259,19099,3,370.82,0.1,-41.2,87.17
IN-2012-EH1412558-41066,TEC-CO-4780,22290,3,386.1,0.0,27.0,87.16
MX-2013-DM1334518-41576,FUR-BO-5949,9887,4,1169.36,0.0,187.04,87.118
MZ-2015-JW522087-42183,OFF-FA-3062,50601,12,199.08,0.0,65.52,87.09
RO-2015-LA6780107-42063,TEC-PH-3148,47473,2,1272.42,0.0,356.22,87.08
ES-2015-KS1630014-42334,TEC-AC-4157,17891,5,424.8,0.0,182.55,87.07
IN-2012-RR1952527-41162,TEC-CO-4582,22482,3,446.04,0.0,218.52,87.07
ES-2014-CD1279048-41899,FUR-BO-3898,14951,3,464.05,0.1,87.58,87.06
MX-2015-CS1213082-42108,OFF-AP-4730,7975,4,821.52,0.0,262.88,87.059
MX-2015-AM1036018-42196,FUR-BO-4862,2957,4,972.64,0.0,58.32,87.051
IN-2012-MV1819058-40988,TEC-CO-4777,24650,6,780.84,0.0,54.54,87.05
IT-2014-MV1748545-41717,TEC-PH-3150,13785,2,214.46,0.15,17.66,87.03
IN-2012-GH14665113-41248,OFF-ST-4056,28184,5,639.45,0.0,19.05,87.0
IT-2014-DB1340545-41831,TEC-CO-5999,17083,5,1248.86,0.15,88.01,86.99
ID-2012-YC2189592-41243,FUR-TA-3417,31061,4,1181.02,0.4,-334.7,86.99
CA-2012-AJ10795140-41271,FUR-FU-4225,35340,6,70.56,0.0,23.99,8.84
CA-2014-AJ10795140-41661,FUR-FU-3849,33990,5,109.9,0.0,37.37,8.64
IN-2014-JE1571559-41784,FUR-BO-5747,24088,7,1107.94,0.07,47.65,86.92
ES-2014-JA1597048-41884,FUR-CH-5407,12308,3,215.46,0.1,16.74,86.92
ES-2012-SO203358-41046,FUR-CH-5454,10372,6,1058.58,0.0,105.84,86.92
MX-2015-HH1501039-42308,FUR-TA-5064,1099,4,959.1,0.2,11.98,86.898
IZ-2015-GH442561-42348,OFF-AR-6108,41495,10,526.5,0.0,231.6,86.87
IN-2015-JD16150130-42369,FUR-TA-5067,26333,9,1048.73,0.57,-1195.24,86.86
ES-2015-AG1052545-42332,FUR-BO-5770,18964,6,814.37,0.1,217.13,86.83
ZA-2012-DB3360146-41159,FUR-CH-4702,48564,2,322.44,0.0,90.24,86.77
IN-2012-JS1603059-41084,FUR-TA-3775,27563,7,1044.22,0.47,-650.27,86.74
CA-2014-AJ10795140-41644,TEC-PH-5095,32161,2,59.18,0.2,5.18,6.76
IN-2013-MA1799559-41314,FUR-CH-4523,22563,8,406.29,0.27,-89.07,86.67
IN-2012-GG1465027-40992,FUR-CH-4558,26456,2,190.92,0.0,40.08,86.65
ID-2013-CS121757-41473,FUR-TA-3337,28837,2,424.16,0.3,-133.36,86.62
ID-2015-DJ13630130-42221,FUR-TA-5062,24891,4,781.22,0.57,-599.62,86.6
HU-2015-SH997557-42239,TEC-MA-4198,41921,4,1221.48,0.0,342.0,86.59
ES-2015-CS1240064-42342,OFF-PA-4477,12177,8,189.6,0.0,68.16,86.58
IN-2014-EH1376527-41855,FUR-BO-3894,29708,7,872.13,0.0,8.61,86.57
IN-2014-DL1349558-41861,FUR-CH-5438,29579,14,887.46,0.0,319.2,86.53
CA-2014-AJ10795140-41895,OFF-ST-5699,38140,5,67.9,0.0,0.68,5.51
ES-2015-JL1523545-42356,FUR-CH-5380,11715,4,1656.72,0.1,460.2,86.48
ES-2015-MG1787545-42258,TEC-CO-5991,16717,2,406.98,0.15,138.84,86.47
IN-2014-SZ2003558-41776,TEC-CO-4587,27619,4,575.64,0.0,270.48,86.47
CG-2015-LH702033-42311,TEC-CO-5994,42484,4,672.96,0.0,228.72,86.43
UP-2014-JE5475137-41807,OFF-AP-3856,43648,8,531.36,0.0,5.28,86.41
IN-2014-JH1598559-41947,OFF-ST-4259,22025,3,341.98,0.17,135.97,86.41
IN-2012-TB215207-41083,TEC-MA-6138,28215,5,728.6,0.1,234.65,86.38
MO-2014-ES408086-41886,FUR-CH-5776,48758,1,463.68,0.0,194.73,86.35
IN-2015-TP211307-42173,FUR-CH-5773,28088,2,835.06,0.1,-27.86,86.35
IT-2013-AO1081064-41548,TEC-MA-4196,12621,9,917.73,0.4,-397.71,86.34
IN-2015-CB125357-42327,TEC-AC-4185,30142,4,929.99,0.1,227.27,86.34
IN-2014-AR1057011-41971,FUR-BO-4864,30154,4,488.16,0.0,136.68,86.33
IT-2013-LD16855125-41552,FUR-BO-5960,15816,3,591.3,0.0,218.7,86.31
ES-2015-TS2143045-42180,TEC-CO-3696,15202,3,370.64,0.15,74.09,86.31
US-2015-EH1400551-42315,FUR-TA-5051,8832,6,811.1,0.2,-20.38,86.263
ID-2014-MY182957-41768,TEC-CO-3678,21988,2,316.3,0.4,-210.86,86.25
CA-2015-AJ10795140-42203,OFF-PA-6585,36945,5,32.4,0.0,15.55,5.08
MX-2014-BW1111082-41851,TEC-AC-3402,5700,4,690.0,0.0,124.16,86.187
ES-2014-SE2011045-41751,FUR-BO-5769,16412,4,547.13,0.1,206.69,86.13
CA-2015-AJ10795140-42203,OFF-EN-5583,36946,5,57.9,0.0,28.95,4.74
IS-2014-RA928563-41916,OFF-ST-6031,49199,4,509.88,0.0,5.04,86.12
IN-2014-TS212057-41852,OFF-PA-6600,31034,6,294.66,0.0,102.96,86.12
IN-2013-DL1331578-41391,FUR-CH-5442,25514,1,467.43,0.0,219.69,86.11
CA-2012-AJ10795140-41271,OFF-PA-6539,35335,4,21.12,0.0,9.5,2.5
US-2014-LC16870143-41897,FUR-BO-3900,3988,6,406.44,0.4,-264.24,86.106
MX-2015-HG1502593-42363,TEC-CO-4789,8086,4,962.47,0.002,335.59,86.105
ID-2014-NK1849088-41649,FUR-CH-4546,21937,7,751.63,0.27,-10.46,86.05
IR-2013-EM414060-41506,OFF-ST-4259,42534,6,824.04,0.0,0.0,86.04
MX-2012-SC2057531-41049,OFF-ST-5692,3832,8,755.2,0.0,7.52,86.031
MX-2014-KN1639039-41801,FUR-CH-5380,9970,4,1227.2,0.0,527.68,86.017
ES-2014-JO15280139-41969,TEC-CO-4774,16875,2,599.16,0.0,0.0,86.0
IN-2014-JH1598559-41947,TEC-CO-5997,22026,3,828.88,0.07,-53.48,86.0
IT-2012-JO1514548-41166,TEC-AC-4188,14556,5,1292.7,0.0,232.65,85.99
CA-2012-AJ10795140-41271,FUR-FU-6101,35334,5,24.9,0.0,8.22,2.06
IN-2015-AW1084027-42251,TEC-MA-5003,29945,8,1378.56,0.0,441.12,85.96
ES-2013-MC17605139-41451,TEC-CO-4590,15435,2,763.26,0.0,152.64,85.94
MX-2012-DS1303093-41195,TEC-PH-5355,7386,6,2544.24,0.0,992.16,85.873
MX-2013-HG1496539-41375,TEC-CO-5999,1708,4,782.03,0.002,225.63,85.841
IN-2014-PG1882021-41755,FUR-BO-5763,20389,3,1314.45,0.0,39.42,85.83
CA-2012-AJ10795140-41271,OFF-BI-3278,35337,3,14.35,0.2,4.66,1.97
CA-2014-AJ10795140-42000,OFF-BI-5714,36474,3,4.99,0.2,1.68,1.68
ES-2014-DA13450139-41845,OFF-EN-3662,16776,7,348.81,0.0,34.86,85.76
IT-2014-SP20620120-41993,FUR-TA-5060,12064,5,1715.16,0.6,-1629.54,85.73
CA-2014-AJ10795140-41895,OFF-FA-6129,38139,3,11.34,0.0,5.22,1.49
ES-2014-PJ19015139-41958,OFF-SU-4328,19479,13,542.1,0.0,64.74,85.69
ES-2014-TB2125048-41959,FUR-CH-4530,14091,2,848.12,0.1,367.46,85.69
ES-2014-RS1987048-41807,TEC-AC-4154,13332,8,333.84,0.0,130.08,85.65
IZ-2014-ZD1192561-41796,TEC-CO-4785,45463,6,743.58,0.0,118.8,85.62
ES-2012-PG1889564-40961,TEC-MA-5015,12664,3,476.98,0.4,39.67,85.57
IZ-2013-JO555061-41296,TEC-CO-4591,42205,4,1519.32,0.0,182.28,85.51
ID-2015-JC153407-42153,OFF-AP-4963,28821,6,1893.89,0.4,-221.11,85.5
IN-2014-TG213107-41767,FUR-BO-5788,31122,2,779.58,0.0,202.68,85.48
IT-2013-DB1312048-41508,FUR-TA-3437,11017,5,914.51,0.45,-598.69,85.46
ES-2012-DJ13630120-41166,FUR-FU-6255,14228,7,749.07,0.0,179.76,85.46
CA-2014-AJ10795140-41895,TEC-AC-4872,38138,3,20.7,0.0,1.66,1.36
ES-2015-SE201108-42284,TEC-PH-3786,19004,5,910.8,0.0,355.2,85.45
IT-2013-YS2188048-41607,TEC-CO-5997,15272,4,1188.36,0.0,95.04,85.45
US-2014-RS1976536-41825,OFF-ST-4267,401,5,554.16,0.2,-124.74,85.442
IN-2015-AC1061527-42049,FUR-BO-3618,26593,4,573.48,0.0,200.64,85.41
CA-2014-AJ10795140-41644,OFF-AR-5316,32160,2,5.25,0.2,0.59,1.33
IN-2012-TB2162588-41177,OFF-AP-4960,26186,1,437.72,0.17,26.36,85.4
MG-2015-AM36084-42194,OFF-AP-4735,45565,1,525.69,0.0,162.96,85.38
CA-2012-AJ10795140-41271,OFF-LA-3195,35339,9,274.77,0.0,126.39,1.2
RS-2014-TB11595108-41756,OFF-ST-6264,50077,2,406.44,0.0,125.94,85.37
IT-2013-ZD2192545-41468,TEC-CO-4578,18446,3,815.8,0.15,-95.99,85.36
AO-2014-GM45004-41979,TEC-PH-3785,46780,8,1466.88,0.0,219.84,85.35
IN-2014-JB1604527-41920,FUR-CH-5443,21651,5,2348.4,0.0,727.95,85.32
CA-2015-AJ10795140-42203,OFF-ST-6158,36947,2,10.56,0.0,0.0,1.18
US-2015-BF1127598-42274,FUR-BO-3890,503,5,826.56,0.4,-303.14,85.307
ES-2014-LH1675048-41907,TEC-AC-5135,15714,1,245.13,0.0,44.1,85.23
CA-2015-AO81023-42028,TEC-PH-3787,50856,2,364.14,0.0,80.1,44.6
IV-2012-NW840029-41130,TEC-PH-3148,49997,8,5100.0,0.0,1428.0,85.22
IS-2014-AS13563-41923,TEC-PH-5267,44351,2,1285.56,0.0,89.94,85.21
US-2014-GA145155-41941,OFF-ST-4266,9102,3,248.8,0.4,33.16,85.208
IN-2015-MP18175118-42236,TEC-PH-3148,26711,4,1272.42,0.5,-1094.34,85.2
RS-2015-PV8985108-42139,FUR-BO-5949,47279,2,877.02,0.0,394.62,85.18
SF-2014-DD3570117-41663,TEC-CO-4590,47663,1,381.63,0.0,76.32,85.14
MX-2015-CC1243051-42363,TEC-PH-5355,2272,2,848.08,0.0,330.72,85.073
ES-2015-RD19480120-42165,TEC-MA-5007,11518,2,559.06,0.1,173.92,85.07
IT-2013-AH1069048-41469,OFF-ST-5703,19769,4,758.48,0.1,126.32,85.06
ES-2014-CT11995120-41892,TEC-AC-5116,13795,9,632.34,0.0,56.7,85.05
MX-2012-BS1175537-41164,TEC-PH-5359,6183,5,410.8,0.0,69.8,85.034
SA-2015-FH4365110-42203,OFF-ST-6263,43865,4,816.72,0.0,48.96,84.97
CA-2014-AO10810140-41868,FUR-TA-3335,37430,2,161.28,0.2,12.1,38.72
ES-2015-MF17665139-42238,OFF-ST-4268,17310,6,1244.16,0.0,211.5,84.91
CA-2015-AO81023-42028,OFF-PA-3999,50857,1,21.99,0.0,10.11,1.07
IN-2015-DK1283527-42312,TEC-CO-3707,25274,2,760.2,0.0,288.84,84.83
ES-2015-AA10315139-42220,TEC-PH-5358,11430,5,622.2,0.0,124.35,84.81
IN-2014-NC1862592-41801,TEC-PH-5353,30446,4,546.0,0.0,60.0,84.8
CA-2015-AR10825140-42207,TEC-PH-5622,38381,9,1626.19,0.2,121.96,245.6
CA-2014-AR10825140-41805,FUR-TA-4671,40356,7,1115.17,0.0,334.55,79.63
MX-2015-DK1309039-42285,TEC-CO-4593,6159,2,505.91,0.002,14.19,84.769
IN-2012-MC1784559-41116,TEC-CO-5998,21912,3,823.86,0.07,97.38,84.76
ID-2014-KH16690144-41991,FUR-TA-4711,29606,2,458.21,0.57,-245.11,84.75
ES-2013-PW1924048-41524,TEC-AC-5225,18976,2,495.42,0.0,232.8,84.72
IN-2015-DJ135107-42007,OFF-AP-3866,21709,5,1256.45,0.1,488.6,84.7
ES-2012-SF20065139-41200,FUR-BO-5948,14500,4,1741.8,0.0,261.24,84.68
IN-2015-JG1580592-42120,TEC-CO-5990,30826,4,950.4,0.0,171.0,84.66
MX-2012-SO2033582-41076,TEC-CO-3688,8440,2,421.28,0.002,58.24,84.63
ES-2015-AT1073545-42367,OFF-AP-4508,17263,2,972.86,0.1,205.34,84.62
NI-2012-BP123095-41122,FUR-CH-5774,42921,2,275.4,0.7,-211.14,84.61
CA-2015-AR10825140-42311,OFF-SU-5634,37554,2,384.59,0.2,-81.73,46.97
ES-2014-PO1885048-41898,OFF-ST-6262,18192,10,1841.67,0.1,368.07,84.56
ES-2015-KL16645139-42163,TEC-CO-3591,11588,3,578.79,0.0,138.87,84.51
MX-2012-VG2180582-41079,TEC-CO-4591,5101,6,1516.28,0.002,680.6,84.507
CA-2014-AR10825140-41985,TEC-PH-3170,31946,3,302.38,0.2,22.68,18.56
MX-2015-SC2072582-42192,TEC-CO-3591,6140,8,1026.9,0.002,131.7,84.5
CA-2014-AR10825140-41985,TEC-AC-4300,31947,4,316.0,0.0,31.6,18.36
US-2015-AR10825140-42206,FUR-FU-6227,40617,4,183.92,0.0,31.27,13.81
IN-2015-DB1327059-42336,TEC-CO-4772,27909,4,643.15,0.07,117.55,84.42
ES-2015-PC1874548-42348,FUR-BO-3906,11920,2,223.4,0.1,89.36,84.4
ID-2014-DB13210144-41865,TEC-PH-3134,27176,6,365.28,0.17,-61.68,84.38
US-2014-AR10825140-41888,FUR-CH-6016,34441,7,347.8,0.3,-24.84,13.7
US-2015-AR10825140-42206,FUR-CH-5432,40616,2,163.76,0.1,25.47,8.63
IN-2015-AM107057-42047,TEC-PH-3787,27781,4,655.45,0.1,240.25,84.31
CA-2012-AR10825140-41089,OFF-AR-3446,34444,5,32.4,0.0,10.37,1.53
MX-2015-FH1435039-42178,FUR-BO-4857,775,7,806.68,0.0,338.8,84.27
MX-2013-TC2098018-41349,FUR-TA-3343,345,3,1454.83,0.2,-54.59,84.238
MX-2014-RB1979551-41759,FUR-BO-5967,5826,3,780.3,0.0,187.26,84.217
IN-2014-SN2056058-41874,FUR-CH-5441,29969,3,1409.76,0.0,169.11,84.21
ES-2015-DB1321048-42362,FUR-BO-3892,15226,4,1314.43,0.2,377.83,84.19
CA-2013-AR10825140-41341,OFF-PA-6556,35463,3,19.44,0.0,9.33,1.52
IN-2013-MY1738092-41583,TEC-CO-5992,30658,2,286.85,0.4,43.01,84.15
IT-2015-RP1927045-42081,TEC-CO-3688,13648,4,1076.41,0.15,-38.03,84.05
IR-2014-MZ751560-41853,OFF-ST-6048,44141,2,396.9,0.0,178.56,84.03
IN-2012-DA1345058-41264,OFF-AP-4743,25096,2,1136.94,0.0,45.42,84.02
IN-2013-DO1364527-41542,TEC-MA-5019,29504,4,477.6,0.0,62.04,84.01
IN-2012-VG2180558-41122,FUR-CH-5378,20703,2,911.04,0.0,282.42,83.97
TU-2012-MT8070134-41066,OFF-AP-4745,49461,6,1359.86,0.6,-1869.88,83.94
US-2015-AR10825140-42206,OFF-PA-6534,40615,2,13.36,0.0,6.41,1.42
IN-2015-MK1816058-42330,FUR-BO-5969,28813,3,1162.89,0.0,81.36,83.9
ES-2015-BF1117064-42263,TEC-CO-4765,15770,5,1209.45,0.0,241.8,83.89
IT-2014-JH15985120-41856,FUR-CH-5773,13209,4,1484.54,0.2,-241.3,83.89
RO-2015-NM8445107-42258,OFF-ST-4266,45866,4,829.32,0.0,215.52,83.89
MX-2015-SP2054518-42347,FUR-BO-5778,3387,4,531.36,0.0,255.04,83.885
MX-2015-MY1738082-42252,TEC-CO-4790,4945,2,478.84,0.002,195.72,83.884
CA-2015-AR10825140-42207,OFF-AR-5361,38380,2,3.52,0.0,1.69,1.18
CA-2014-AR10825140-41985,FUR-FU-2867,31945,4,14.8,0.0,6.07,1.16
IN-2015-JF1519027-42129,FUR-BO-3634,23322,5,853.65,0.0,221.85,83.82
IR-2015-JF535560-42273,OFF-AP-3571,48306,2,603.42,0.0,54.3,83.82
IN-2014-HA1490511-41984,FUR-BO-5747,25991,5,850.95,0.0,93.6,83.8
ID-2015-CR1262559-42053,TEC-AC-5897,23315,7,951.84,0.47,35.82,83.79
US-2013-LC1688555-41512,FUR-BO-4862,63,3,437.69,0.4,-248.05,83.77
ID-2015-JA15970130-42295,FUR-BO-5779,23727,9,1123.17,0.37,-196.32,83.77
IT-2012-PB1880548-41250,FUR-BO-3890,17603,2,743.9,0.1,66.08,83.75
IN-2012-AS1028558-41221,TEC-PH-5351,20581,2,275.58,0.0,77.16,83.73
EG-2015-AC66038-42250,TEC-PH-5268,42817,1,642.69,0.0,244.2,83.72
IN-2013-SS2041059-41521,TEC-CO-4573,27476,5,888.48,0.07,296.13,83.68
CA-2015-AW10840140-42349,FUR-FU-4113,32985,2,310.88,0.2,23.32,65.52
ES-2015-SS20590139-42220,OFF-AP-4733,14039,5,1533.9,0.0,414.15,83.64
IN-2012-RM1937558-41209,FUR-FU-6256,30200,4,434.4,0.0,65.16,83.62
IN-2015-CD1192021-42312,TEC-MA-4201,28848,11,891.99,0.0,445.83,83.61
IN-2013-LD1700511-41374,TEC-CO-5990,27436,4,950.4,0.0,171.0,83.61
US-2015-SH20395143-42330,FUR-BO-3901,7558,4,578.98,0.4,-125.5,83.603
ES-2015-SW20275139-42249,TEC-AC-3404,12305,3,780.75,0.0,343.53,83.6
CA-2015-AW10840140-42250,TEC-PH-5518,35232,2,201.58,0.2,12.6,28.16
MX-2013-SC2030593-41571,TEC-AC-5223,363,5,820.7,0.0,352.9,83.517
ID-2014-EK13795102-41781,FUR-CH-4698,22682,4,236.97,0.25,-34.83,83.48
US-2012-MS17530143-41221,FUR-TA-3766,6793,3,523.6,0.7,-890.18,83.453
CA-2015-AW10840140-42250,OFF-LA-3226,35231,5,74.0,0.0,37.0,6.93
MX-2015-TB2128018-42298,FUR-CH-4633,3547,7,269.64,0.0,121.24,83.416
CA-2013-AW10840140-41607,TEC-AC-4945,32863,3,21.48,0.2,-0.27,5.26
SF-2013-RA9285117-41396,FUR-BO-5948,43513,1,435.45,0.0,65.31,83.41
SA-2015-RB9330110-42153,OFF-ST-4268,47161,6,1244.16,0.0,211.5,83.37
ID-2012-MK18160118-41213,OFF-ST-5693,21077,4,283.26,0.5,-181.38,83.34
MX-2013-KC1667582-41412,OFF-ST-4267,5084,5,692.7,0.0,13.8,83.304
IT-2012-BD11500104-41259,FUR-CH-5394,14229,7,468.72,0.5,-103.32,83.29
ES-2013-TP21130139-41277,OFF-ST-6248,13171,5,673.05,0.0,316.2,83.29
RW-2015-BF975109-42083,OFF-AR-3478,51066,6,327.24,0.0,156.96,83.26
ID-2012-SS2087559-41009,OFF-ST-6058,26597,12,492.12,0.17,-41.76,83.25
CA-2015-AW10840140-42349,OFF-PA-6573,32984,2,10.37,0.2,3.63,3.38
IN-2012-BE1145527-40971,TEC-PH-3784,21858,3,554.76,0.0,0.0,83.22
CA-2013-AW10840140-41377,OFF-SU-5169,33390,1,12.88,0.0,0.39,3.29
IT-2015-GT14635139-42304,FUR-BO-5949,17582,2,877.02,0.0,394.62,83.22
CA-2015-AW10840140-42250,OFF-AR-5458,35230,5,9.4,0.0,2.73,2.0
MX-2015-NP1868518-42143,TEC-CO-6010,4920,5,1182.83,0.002,9.43,83.155
US-2013-BP1129098-41384,TEC-CO-3591,7500,3,230.74,0.402,-104.96,83.152
US-2014-DK1289555-42000,FUR-CH-5449,1604,7,400.85,0.4,-113.65,83.148
ES-2015-AG10270139-42017,OFF-AR-3448,11281,6,323.82,0.0,109.98,83.14
BN-2015-PF916515-42335,TEC-CO-5999,42259,4,1175.4,0.0,246.72,83.09
MX-2013-SZ2003580-41461,OFF-AP-3579,1609,3,1123.08,0.0,224.58,83.089
IN-2015-DG1330058-42166,FUR-CH-5413,29074,3,493.38,0.0,123.3,83.06
ES-2015-MW18220139-42253,TEC-CO-4767,18614,3,729.99,0.0,364.95,83.06
IN-2013-TH2111558-41488,FUR-BO-3906,22020,9,1106.46,0.0,187.92,83.06
US-2013-JM1619593-41532,TEC-CO-3686,9640,5,1063.97,0.002,-2.13,83.057
ES-2012-GH14485139-41054,OFF-ST-6263,12378,14,2858.52,0.0,171.36,83.05
CA-2013-AW10840140-41607,OFF-BI-4346,32864,4,8.78,0.8,-13.62,1.51
CA-2012-AI10855140-41026,TEC-PH-5817,39748,5,1679.96,0.2,126.0,175.16
MX-2013-BW1120026-41508,TEC-PH-5840,848,2,849.92,0.0,135.96,83.039
MX-2014-KN1645082-41770,FUR-BO-5951,9776,3,697.58,0.2,17.42,83.039
IN-2014-AG1090058-41661,OFF-ST-5693,21420,4,568.32,0.0,45.36,83.03
IN-2014-VT2170058-41804,FUR-BO-5761,24057,3,1322.01,0.0,145.35,83.03
SA-2013-SV10365110-41616,FUR-BO-3900,44978,2,338.7,0.0,30.48,83.02
ID-2014-JB16000102-41654,FUR-CH-5806,24358,4,496.53,0.25,152.25,83.0
IN-2015-JB1592527-42360,TEC-PH-3141,28618,4,261.48,0.0,107.16,82.96
IN-2014-RP19270102-41944,TEC-CO-4586,21730,6,568.27,0.35,87.31,82.96
MX-2013-BB1099036-41377,TEC-AC-4165,3808,8,494.46,0.2,148.22,82.951
ES-2015-KC1625514-42325,FUR-CH-5806,19624,3,496.53,0.0,178.74,82.94
ID-2015-DM1334597-42048,OFF-ST-5702,23655,7,740.78,0.5,-88.93,82.92
CA-2014-AI10855140-41954,OFF-ST-6103,36342,4,720.76,0.0,187.4,105.59
ID-2015-JD160607-42147,OFF-AP-3573,22890,1,269.87,0.1,77.96,82.9
EG-2015-PW924038-42308,TEC-CO-4792,50422,2,720.42,0.0,43.2,82.89
ID-2012-RD1966066-41258,FUR-CH-5443,30038,3,1409.04,0.0,436.77,82.85
ID-2015-AS1028527-42090,FUR-TA-5052,20317,6,1048.19,0.3,-284.53,82.81
MX-2013-TB2125018-41599,FUR-BO-5951,6813,9,2615.94,0.0,575.46,82.809
CA-2014-AI10855140-41954,FUR-FU-4755,36340,9,467.46,0.0,191.66,61.7
IN-2014-PS1904592-41990,FUR-CH-4563,30595,8,1440.96,0.0,43.2,82.77
ES-2012-RB19330139-41073,TEC-PH-5355,17040,1,636.06,0.0,273.48,82.75
EG-2013-LC693038-41559,TEC-AC-5134,43826,8,1978.56,0.0,158.16,82.73
IN-2015-JF154907-42259,TEC-CO-4776,24326,4,1079.78,0.1,275.9,82.71
IN-2013-LH1702027-41572,OFF-PA-4466,22133,9,305.1,0.0,79.11,82.7
IT-2014-SC20695120-41867,FUR-CH-5775,14418,3,1107.43,0.2,-263.09,82.7
CA-2015-AI10855140-42356,FUR-CH-4709,34325,5,504.9,0.0,80.78,24.98
CA-2012-AI10855140-41271,TEC-PH-4793,38990,4,319.97,0.2,36.0,24.01
ES-2014-AR1034564-41935,TEC-AC-5225,19629,5,1238.55,0.0,582.0,82.67
MX-2012-SM2095082-40928,OFF-AP-3866,4902,2,372.28,0.0,81.88,82.669
IT-2014-CC1214548-41819,TEC-AC-5134,11655,3,741.96,0.0,59.31,82.61
IN-2012-NC1862558-41199,FUR-CH-5793,28364,7,961.8,0.0,163.38,82.58
IR-2013-TB1140060-41522,TEC-PH-5843,47068,6,756.54,0.0,128.52,82.55
ES-2013-BP11230120-41411,TEC-PH-3803,19818,4,546.59,0.1,91.07,82.54
US-2012-BS1175582-41206,FUR-TA-3755,9354,3,430.85,0.2,-59.29,82.528
ES-2014-BV11245120-41688,TEC-AC-3403,10497,4,1026.24,0.0,482.28,82.5
SF-2014-JB5400117-41758,FUR-CH-5407,43591,4,319.2,0.0,54.24,82.5
IN-2012-PF191207-41176,TEC-CO-3709,29257,3,1017.52,0.1,-22.7,82.47
LE-2012-CW190571-41129,FUR-CH-4655,44270,1,457.14,0.0,169.14,82.46
RS-2012-MM8280108-40953,TEC-CO-3599,50545,2,297.48,0.0,145.74,82.46
ES-2015-DB1355548-42297,OFF-SU-4319,10989,5,246.3,0.0,24.6,82.44
ES-2013-VD21670139-41293,TEC-PH-5841,19175,1,636.24,0.0,19.08,82.4
CA-2014-AI10855140-41954,OFF-AP-3377,36339,4,129.92,0.0,38.98,16.65
ES-2014-PT1909045-41948,FUR-CH-4525,12593,8,534.6,0.1,17.64,82.38
IN-2014-JD1589527-41975,TEC-CO-3598,29864,2,637.08,0.0,191.1,82.37
IN-2014-RB194657-41898,TEC-PH-3796,23339,6,449.87,0.1,69.89,82.37
ES-2014-AS1004545-41731,OFF-ST-6060,15113,7,302.4,0.1,120.96,82.36
CA-2014-AI10855140-41954,OFF-PA-4139,36338,3,67.71,0.0,32.5,10.83
CA-2012-AI10855140-41038,OFF-EN-6212,36493,3,158.13,0.0,77.48,10.65
IN-2012-NW1840027-41234,FUR-FU-3030,20418,5,218.25,0.0,19.5,82.31
IN-2013-CM1265559-41535,FUR-CH-5440,27671,7,347.84,0.27,47.54,82.3
CA-2014-AI10855140-41954,OFF-PA-6487,36341,5,61.4,0.0,28.86,8.68
CA-2012-AI10855140-41271,OFF-LA-3083,38989,6,88.8,0.0,44.4,7.9
IT-2012-ED1388564-41066,TEC-CO-3605,17283,5,712.65,0.0,14.25,82.24
UP-2015-HK4890137-42313,FUR-BO-5960,47934,4,788.4,0.0,291.6,82.24
MX-2015-JE1574555-42278,TEC-AC-4186,7289,2,204.91,0.4,-122.97,82.231
MX-2014-BN114705-41961,TEC-AC-5224,7631,7,683.26,0.4,68.24,82.193
US-2015-CR1282055-42165,TEC-PH-3148,8411,3,765.0,0.4,-331.5,82.177
US-2015-AI10855140-42350,FUR-CH-5048,32812,1,63.69,0.3,-9.1,2.84
MX-2014-DL1349582-41788,OFF-AP-4733,9729,3,613.56,0.0,6.12,82.17
ID-2015-PP189557-42161,FUR-CH-5446,27903,9,1161.54,0.1,-103.41,82.17
CA-2014-AI10855140-41954,OFF-BI-5584,36343,3,5.18,0.2,1.81,1.7
IT-2014-BE1145548-41879,OFF-ST-6033,19566,3,346.76,0.1,-34.75,82.13
MX-2015-TA2138526-42272,FUR-CH-5807,4645,7,783.72,0.0,31.22,82.117
CA-2015-AI10855140-42257,OFF-PA-6336,36738,2,6.37,0.2,2.39,1.69
IN-2015-PT1909027-42245,FUR-CH-5448,27707,7,986.37,0.0,108.36,82.05
TU-2014-BT1440134-42000,FUR-BO-3902,50053,4,583.87,0.6,-540.17,81.98
ES-2014-LL1684048-41986,FUR-BO-4860,15214,3,979.7,0.1,283.01,81.97
CA-2013-AI10855140-41347,OFF-PA-6587,40508,3,19.44,0.0,9.33,1.52
ID-2012-SH203957-41138,OFF-ST-4267,30887,4,498.74,0.4,-232.78,81.94
MX-2015-RD1981093-42248,TEC-AC-3390,3542,6,465.24,0.0,213.96,81.931
IN-2013-FG1426058-41378,FUR-BO-5959,24189,5,970.2,0.0,145.5,81.92
